city,industry,role,experience_years,salary_lpa,primary_ai_tool,ai_adopted
Adelaide,Healthcare,ML Engineer,11,28.15,TensorFlow,0
Cairns,Manufacturing,Data Analyst,6,17.53,ChatGPT,1
Brisbane,E-commerce,Data Analyst,11,26.22,ChatGPT,1
Perth,Finance,Data Analyst,8,18.74,Scikit-learn,1
Townsville,E-commerce,AI Engineer,3,8.56,Scikit-learn,1
Perth,Manufacturing,AI Researcher,2,8.92,ChatGPT,0
Perth,IT,ML Engineer,7,18.54,Scikit-learn,1
Wollongong,Healthcare,ML Engineer,5,14.54,ChatGPT,1
Townsville,E-commerce,Data Analyst,7,15.3,Azure AI,1
Brisbane,E-commerce,AI Researcher,2,14.05,Azure AI,0
Wollongong,IT,Data Scientist,11,26.26,PyTorch,1
Brisbane,IT,AI Researcher,8,29.27,TensorFlow,1
Cairns,IT,AI Researcher,8,25.73,PyTorch,0
Melbourne,Manufacturing,AI Researcher,11,30.64,TensorFlow,0
Melbourne,E-commerce,AI Engineer,1,7.86,AWS AI,1
Perth,Finance,Data Scientist,11,24.75,TensorFlow,1
Adelaide,E-commerce,Data Analyst,8,18.79,TensorFlow,1
Townsville,Finance,Data Scientist,0,3.0,Azure AI,1
Melbourne,Finance,Data Analyst,1,3.0,TensorFlow,1
Melbourne,Finance,Data Scientist,11,28.38,PyTorch,1
Newcastle,EdTech,Data Analyst,9,22.73,Scikit-learn,1
Sydney,EdTech,AI Engineer,0,4.0,TensorFlow,1
Townsville,Healthcare,AI Engineer,3,9.44,PyTorch,0
Melbourne,Finance,AI Researcher,1,10.38,TensorFlow,1
Melbourne,Manufacturing,ML Engineer,8,20.86,AWS AI,1
Melbourne,Healthcare,ML Engineer,9,24.04,AWS AI,0
Newcastle,E-commerce,AI Engineer,1,6.59,Scikit-learn,1
Townsville,Healthcare,AI Engineer,2,8.8,TensorFlow,0
Sydney,E-commerce,Data Scientist,3,10.88,PyTorch,1
Melbourne,Healthcare,AI Researcher,7,22.2,AWS AI,1
Perth,Healthcare,Data Scientist,4,8.26,TensorFlow,0
Brisbane,EdTech,AI Engineer,9,21.14,TensorFlow,1
Newcastle,Manufacturing,Data Analyst,2,6.66,AWS AI,1
Cairns,E-commerce,Data Scientist,1,5.95,Azure AI,1
Newcastle,E-commerce,Data Analyst,8,18.76,PyTorch,0
Gold Coast,Healthcare,ML Engineer,0,5.45,AWS AI,1
Melbourne,EdTech,ML Engineer,1,11.08,Scikit-learn,1
Cairns,Manufacturing,Data Scientist,9,21.56,PyTorch,0
Melbourne,Manufacturing,ML Engineer,6,18.53,TensorFlow,1
Adelaide,IT,ML Engineer,1,8.43,Azure AI,1
Melbourne,EdTech,Data Scientist,10,22.67,TensorFlow,0
Cairns,Finance,ML Engineer,11,29.83,TensorFlow,1
Melbourne,Finance,AI Engineer,11,24.27,Scikit-learn,1
Brisbane,Finance,AI Researcher,8,24.15,Azure AI,1
Cairns,EdTech,ML Engineer,10,26.76,PyTorch,1
Sydney,Manufacturing,ML Engineer,11,26.03,Azure AI,1
Adelaide,EdTech,AI Researcher,8,24.78,Scikit-learn,1
Brisbane,E-commerce,Data Analyst,6,16.75,TensorFlow,1
Newcastle,EdTech,Data Scientist,11,27.06,Scikit-learn,0
Newcastle,Manufacturing,ML Engineer,10,28.49,Scikit-learn,1
Adelaide,IT,Data Scientist,3,8.79,Scikit-learn,0
Townsville,Healthcare,AI Engineer,9,20.35,AWS AI,1
Sydney,IT,Data Analyst,3,12.5,TensorFlow,1
Melbourne,E-commerce,Data Analyst,6,18.45,Azure AI,1
Perth,EdTech,Data Scientist,11,26.63,AWS AI,0
Gold Coast,Finance,AI Engineer,0,3.82,TensorFlow,1
Cairns,EdTech,AI Researcher,5,17.73,PyTorch,1
Melbourne,Finance,Data Scientist,1,5.63,PyTorch,1
Brisbane,Finance,AI Engineer,3,12.61,ChatGPT,0
Gold Coast,Healthcare,AI Engineer,2,7.5,PyTorch,0
Melbourne,EdTech,Data Scientist,2,7.28,PyTorch,1
Melbourne,EdTech,AI Engineer,6,16.47,TensorFlow,0
Newcastle,EdTech,Data Analyst,10,25.56,ChatGPT,1
Cairns,Healthcare,AI Researcher,3,14.16,PyTorch,1
Sydney,Finance,Data Analyst,8,19.08,TensorFlow,0
Brisbane,IT,AI Engineer,10,19.97,AWS AI,1
Wollongong,Finance,Data Scientist,2,10.49,AWS AI,1
Melbourne,E-commerce,ML Engineer,7,24.09,ChatGPT,0
Townsville,Healthcare,Data Analyst,8,22.96,PyTorch,1
Newcastle,Manufacturing,Data Analyst,1,7.1,Azure AI,1
Melbourne,IT,Data Scientist,9,18.86,Azure AI,1
Sydney,EdTech,Data Scientist,6,18.08,Scikit-learn,1
Cairns,Manufacturing,Data Scientist,10,21.79,PyTorch,0
Brisbane,Healthcare,Data Scientist,3,10.39,AWS AI,0
Townsville,EdTech,AI Engineer,6,15.34,AWS AI,1
Sydney,E-commerce,Data Scientist,10,23.27,AWS AI,0
Cairns,Healthcare,AI Engineer,6,16.09,Scikit-learn,1
Brisbane,Healthcare,Data Scientist,10,23.27,AWS AI,0
Brisbane,IT,Data Analyst,6,12.84,Scikit-learn,1
Newcastle,Finance,Data Analyst,4,9.27,PyTorch,1
Perth,Finance,Data Scientist,2,8.28,PyTorch,1
Wollongong,EdTech,AI Engineer,2,9.78,AWS AI,1
Wollongong,EdTech,AI Engineer,4,13.93,ChatGPT,1
Sydney,E-commerce,AI Engineer,6,16.5,ChatGPT,0
Perth,E-commerce,Data Scientist,11,26.35,Scikit-learn,1
Adelaide,Healthcare,ML Engineer,9,25.39,PyTorch,0
Sydney,EdTech,ML Engineer,8,21.68,AWS AI,1
Townsville,IT,AI Engineer,8,21.07,TensorFlow,0
Cairns,Finance,AI Engineer,9,17.95,Azure AI,1
Gold Coast,Healthcare,Data Analyst,10,22.96,AWS AI,0
Townsville,Manufacturing,AI Engineer,3,8.48,Azure AI,0
Brisbane,Finance,Data Scientist,11,29.1,TensorFlow,1
Newcastle,EdTech,Data Scientist,2,7.94,TensorFlow,0
Cairns,Finance,Data Analyst,3,9.17,AWS AI,1
Newcastle,Finance,ML Engineer,2,10.73,AWS AI,0
Melbourne,E-commerce,Data Scientist,9,20.82,ChatGPT,1
Gold Coast,EdTech,Data Scientist,1,3.0,Azure AI,1
Newcastle,IT,ML Engineer,2,10.71,TensorFlow,1
Gold Coast,EdTech,ML Engineer,2,8.08,Scikit-learn,0
Sydney,EdTech,AI Engineer,10,21.88,AWS AI,1
Melbourne,IT,ML Engineer,5,15.57,PyTorch,1
Cairns,Finance,Data Scientist,2,8.49,Azure AI,0
Townsville,Finance,AI Engineer,7,18.37,PyTorch,1
Gold Coast,Finance,AI Engineer,3,7.15,Scikit-learn,1
Sydney,EdTech,AI Researcher,6,20.39,PyTorch,0
Melbourne,Healthcare,Data Scientist,7,13.02,Scikit-learn,1
Brisbane,IT,AI Engineer,9,20.58,PyTorch,1
Newcastle,IT,Data Analyst,11,24.77,TensorFlow,0
Gold Coast,IT,AI Researcher,2,9.5,PyTorch,0
Newcastle,E-commerce,Data Analyst,5,19.45,TensorFlow,0
Gold Coast,Finance,Data Scientist,3,9.89,Scikit-learn,1
Sydney,EdTech,Data Scientist,5,15.39,PyTorch,1
Townsville,Finance,ML Engineer,3,10.33,ChatGPT,1
Gold Coast,IT,Data Analyst,7,17.22,TensorFlow,1
Wollongong,Healthcare,ML Engineer,11,30.17,PyTorch,0
Newcastle,Healthcare,AI Engineer,7,18.42,PyTorch,0
Melbourne,IT,ML Engineer,6,15.23,Azure AI,0
Melbourne,EdTech,Data Scientist,8,21.27,PyTorch,1
Melbourne,E-commerce,AI Engineer,0,6.49,TensorFlow,0
Brisbane,IT,Data Analyst,5,14.45,TensorFlow,1
Townsville,Manufacturing,Data Scientist,5,12.29,PyTorch,0
Sydney,Finance,AI Researcher,6,18.89,Azure AI,1
Wollongong,EdTech,AI Engineer,8,21.61,Azure AI,1
Cairns,IT,AI Engineer,9,22.09,TensorFlow,0
Perth,Healthcare,AI Researcher,0,9.92,PyTorch,1
Adelaide,Finance,Data Scientist,4,11.7,AWS AI,1
Newcastle,Manufacturing,Data Scientist,1,7.32,Azure AI,0
Sydney,Manufacturing,Data Analyst,9,21.64,AWS AI,1
Perth,Finance,Data Scientist,10,27.61,Scikit-learn,1
Townsville,Manufacturing,AI Researcher,10,25.47,PyTorch,1
Gold Coast,IT,Data Scientist,1,6.71,TensorFlow,1
Sydney,Manufacturing,AI Engineer,7,15.57,AWS AI,1
Sydney,Manufacturing,Data Scientist,1,4.96,Azure AI,1
Adelaide,EdTech,Data Scientist,4,9.38,Azure AI,1
Newcastle,E-commerce,Data Analyst,0,3.0,PyTorch,1
Townsville,Finance,ML Engineer,1,5.67,ChatGPT,1
Gold Coast,Healthcare,ML Engineer,4,16.28,Scikit-learn,1
Sydney,Finance,AI Researcher,4,12.92,AWS AI,1
Gold Coast,Manufacturing,AI Researcher,8,25.76,Scikit-learn,1
Townsville,IT,Data Analyst,10,22.23,Scikit-learn,0
Perth,Manufacturing,ML Engineer,8,24.73,Scikit-learn,1
Cairns,IT,Data Analyst,2,5.72,PyTorch,0
Brisbane,Manufacturing,ML Engineer,2,11.36,Scikit-learn,1
Sydney,EdTech,Data Scientist,9,24.49,ChatGPT,1
Townsville,Healthcare,Data Analyst,11,25.39,PyTorch,0
Gold Coast,IT,AI Engineer,1,7.72,ChatGPT,1
Sydney,E-commerce,Data Analyst,9,18.57,TensorFlow,0
Melbourne,IT,AI Engineer,4,14.84,PyTorch,1
Adelaide,EdTech,AI Researcher,6,22.21,AWS AI,1
Adelaide,E-commerce,Data Scientist,8,17.44,Scikit-learn,0
Brisbane,Finance,AI Engineer,4,12.23,Azure AI,1
Newcastle,Manufacturing,ML Engineer,9,24.14,AWS AI,1
Adelaide,E-commerce,AI Engineer,8,16.97,ChatGPT,1
Gold Coast,Manufacturing,AI Engineer,1,6.15,Scikit-learn,0
Gold Coast,Healthcare,AI Researcher,10,28.23,Scikit-learn,1
Sydney,E-commerce,AI Engineer,5,12.55,AWS AI,1
Perth,E-commerce,AI Engineer,5,16.77,PyTorch,1
Brisbane,Finance,AI Engineer,0,4.47,ChatGPT,1
Gold Coast,Finance,Data Scientist,5,13.9,PyTorch,0
Cairns,Manufacturing,AI Researcher,3,14.89,Azure AI,1
Cairns,E-commerce,AI Researcher,10,30.25,ChatGPT,1
Gold Coast,Manufacturing,Data Scientist,5,13.85,ChatGPT,0
Adelaide,Healthcare,Data Scientist,8,22.69,Azure AI,0
Townsville,E-commerce,AI Researcher,8,28.91,TensorFlow,1
Brisbane,Finance,AI Engineer,10,21.48,ChatGPT,0
Sydney,Healthcare,AI Researcher,3,11.06,Scikit-learn,0
Melbourne,EdTech,ML Engineer,7,19.72,TensorFlow,1
Wollongong,Manufacturing,Data Scientist,6,13.51,AWS AI,1
Cairns,Finance,AI Researcher,2,11.85,TensorFlow,1
Wollongong,E-commerce,Data Analyst,7,14.18,Azure AI,0
Townsville,Healthcare,Data Scientist,7,14.77,PyTorch,1
Cairns,Finance,AI Engineer,4,13.2,TensorFlow,1
Melbourne,IT,ML Engineer,10,26.96,AWS AI,1
Brisbane,E-commerce,Data Scientist,3,8.2,Azure AI,1
Wollongong,Healthcare,AI Engineer,5,11.56,PyTorch,0
Newcastle,Finance,AI Researcher,7,24.13,TensorFlow,1
Perth,Manufacturing,ML Engineer,5,15.64,PyTorch,1
Brisbane,E-commerce,AI Engineer,3,9.47,Azure AI,1
Cairns,E-commerce,Data Analyst,8,19.06,PyTorch,1
Cairns,EdTech,AI Engineer,0,3.56,AWS AI,1
Sydney,IT,Data Analyst,0,4.74,TensorFlow,1
Cairns,IT,Data Analyst,11,23.45,PyTorch,1
Cairns,Healthcare,Data Analyst,3,9.9,PyTorch,1
Newcastle,Healthcare,Data Scientist,5,15.78,Scikit-learn,0
Townsville,Finance,Data Scientist,7,17.55,PyTorch,1
Melbourne,EdTech,AI Researcher,0,8.92,TensorFlow,0
Perth,EdTech,Data Analyst,3,5.97,TensorFlow,0
Newcastle,Manufacturing,Data Scientist,0,3.0,TensorFlow,1
Melbourne,Finance,Data Analyst,1,6.56,Scikit-learn,1
Perth,EdTech,Data Scientist,7,18.22,Azure AI,0
Newcastle,Manufacturing,ML Engineer,11,27.61,TensorFlow,1
Brisbane,Finance,ML Engineer,8,19.52,ChatGPT,0
Perth,EdTech,ML Engineer,4,10.52,AWS AI,1
Wollongong,E-commerce,ML Engineer,0,3.77,Scikit-learn,1
Cairns,Manufacturing,Data Analyst,1,5.24,TensorFlow,1
Townsville,E-commerce,AI Engineer,1,6.36,TensorFlow,0
Newcastle,IT,AI Researcher,2,12.27,AWS AI,1
Wollongong,Finance,Data Scientist,7,20.38,PyTorch,0
Gold Coast,IT,AI Researcher,11,27.99,Scikit-learn,1
Wollongong,Finance,AI Researcher,0,6.95,TensorFlow,1
Sydney,Healthcare,AI Engineer,11,25.86,AWS AI,1
Wollongong,E-commerce,Data Scientist,1,5.91,ChatGPT,1
Perth,Finance,Data Analyst,2,7.38,AWS AI,0
Cairns,IT,AI Researcher,9,26.72,PyTorch,1
Brisbane,Finance,Data Analyst,1,9.4,AWS AI,1
Melbourne,EdTech,Data Scientist,6,18.09,PyTorch,0
Adelaide,Manufacturing,AI Researcher,8,26.77,ChatGPT,1
Adelaide,IT,Data Scientist,4,8.61,Azure AI,1
Townsville,Manufacturing,AI Researcher,9,29.79,Azure AI,0
Melbourne,E-commerce,Data Analyst,0,3.0,AWS AI,1
Newcastle,Healthcare,Data Analyst,1,6.04,ChatGPT,1
Gold Coast,E-commerce,Data Analyst,4,13.4,ChatGPT,1
Perth,EdTech,AI Researcher,11,31.14,Azure AI,1
Newcastle,E-commerce,Data Scientist,3,9.56,PyTorch,1
Gold Coast,Healthcare,AI Engineer,0,6.61,PyTorch,0
Adelaide,Manufacturing,Data Scientist,7,16.78,ChatGPT,1
Perth,Finance,AI Researcher,4,18.16,TensorFlow,0
Brisbane,Finance,Data Scientist,6,16.99,Scikit-learn,1
Gold Coast,Healthcare,AI Engineer,10,22.17,Azure AI,1
Townsville,E-commerce,Data Scientist,3,7.25,Azure AI,1
Brisbane,Finance,Data Scientist,9,20.79,TensorFlow,0
Adelaide,Healthcare,ML Engineer,7,21.26,AWS AI,1
Perth,E-commerce,AI Engineer,1,4.51,AWS AI,0
Brisbane,E-commerce,ML Engineer,3,9.92,PyTorch,0
Brisbane,Healthcare,AI Researcher,4,15.6,ChatGPT,1
Perth,Finance,AI Researcher,6,21.11,TensorFlow,1
Gold Coast,Manufacturing,Data Analyst,4,10.1,AWS AI,1
Sydney,Finance,Data Scientist,0,3.0,ChatGPT,1
Sydney,EdTech,Data Analyst,3,10.72,ChatGPT,0
Newcastle,Healthcare,Data Scientist,8,18.21,AWS AI,1
Wollongong,EdTech,AI Engineer,8,21.45,Azure AI,1
Newcastle,EdTech,AI Engineer,5,12.2,ChatGPT,1
Newcastle,EdTech,ML Engineer,10,24.54,Scikit-learn,1
Wollongong,Manufacturing,Data Analyst,10,21.14,PyTorch,1
Sydney,IT,AI Engineer,3,9.65,Scikit-learn,1
Melbourne,E-commerce,AI Researcher,2,14.88,PyTorch,0
Cairns,IT,AI Engineer,4,15.71,PyTorch,1
Newcastle,Finance,AI Researcher,8,25.34,PyTorch,1
Melbourne,Manufacturing,ML Engineer,5,18.65,ChatGPT,0
Sydney,Healthcare,Data Analyst,1,3.43,ChatGPT,1
Cairns,Healthcare,AI Researcher,7,23.69,AWS AI,0
Cairns,Manufacturing,ML Engineer,4,13.85,ChatGPT,1
Wollongong,Manufacturing,ML Engineer,3,13.92,Scikit-learn,1
Cairns,Healthcare,ML Engineer,10,26.05,Azure AI,1
Sydney,E-commerce,AI Researcher,11,29.59,AWS AI,1
Sydney,E-commerce,Data Analyst,5,12.79,ChatGPT,1
Adelaide,Manufacturing,ML Engineer,0,3.0,Scikit-learn,1
Wollongong,Finance,AI Engineer,10,22.34,AWS AI,1
Brisbane,Healthcare,AI Engineer,11,27.44,PyTorch,1
Wollongong,E-commerce,ML Engineer,11,27.84,ChatGPT,1
Adelaide,Healthcare,Data Scientist,11,20.03,TensorFlow,1
Perth,Healthcare,AI Engineer,3,9.47,PyTorch,1
Cairns,Finance,Data Scientist,11,26.83,ChatGPT,1
Wollongong,Healthcare,Data Scientist,6,14.01,Scikit-learn,1
Melbourne,Finance,ML Engineer,10,24.79,AWS AI,0
Brisbane,Manufacturing,ML Engineer,5,17.38,Scikit-learn,0
Gold Coast,EdTech,AI Researcher,5,19.07,Scikit-learn,1
Newcastle,Healthcare,Data Analyst,6,12.75,Scikit-learn,1
Gold Coast,Finance,ML Engineer,3,16.45,AWS AI,1
Gold Coast,Healthcare,AI Engineer,7,17.72,Azure AI,1
Townsville,Healthcare,ML Engineer,4,13.6,AWS AI,1
Gold Coast,Finance,ML Engineer,10,28.75,TensorFlow,1
Townsville,E-commerce,Data Scientist,2,9.26,TensorFlow,1
Gold Coast,Manufacturing,ML Engineer,5,13.05,TensorFlow,0
Perth,Healthcare,ML Engineer,10,26.65,Scikit-learn,0
Cairns,EdTech,Data Analyst,2,6.89,Azure AI,1
Melbourne,Healthcare,Data Analyst,8,19.87,TensorFlow,0
Melbourne,Manufacturing,Data Analyst,8,19.58,PyTorch,0
Gold Coast,Manufacturing,ML Engineer,5,18.27,Azure AI,1
Adelaide,Finance,Data Scientist,4,15.25,Azure AI,1
Perth,IT,AI Researcher,8,25.22,ChatGPT,1
Sydney,EdTech,Data Analyst,6,10.97,Scikit-learn,1
Melbourne,E-commerce,Data Analyst,2,7.63,AWS AI,1
Wollongong,EdTech,AI Engineer,0,3.0,TensorFlow,1
Townsville,EdTech,Data Analyst,11,27.38,PyTorch,1
Perth,IT,ML Engineer,5,18.56,Azure AI,0
Adelaide,Finance,Data Scientist,8,19.29,Scikit-learn,1
Melbourne,Manufacturing,Data Analyst,2,5.32,Scikit-learn,1
Cairns,Healthcare,ML Engineer,10,28.06,ChatGPT,1
Adelaide,EdTech,Data Scientist,9,22.09,PyTorch,1
Gold Coast,Manufacturing,Data Scientist,8,20.13,AWS AI,1
Cairns,Manufacturing,AI Engineer,5,11.33,Scikit-learn,1
Adelaide,Healthcare,AI Engineer,3,8.1,TensorFlow,1
Gold Coast,E-commerce,Data Analyst,11,24.21,AWS AI,0
Perth,EdTech,Data Scientist,6,15.71,TensorFlow,1
Sydney,EdTech,AI Engineer,1,6.37,Scikit-learn,1
Townsville,EdTech,Data Analyst,1,8.24,Scikit-learn,0
Melbourne,Healthcare,AI Researcher,1,8.3,Scikit-learn,0
Brisbane,EdTech,Data Analyst,5,12.72,PyTorch,1
Melbourne,E-commerce,AI Researcher,7,23.66,PyTorch,1
Gold Coast,E-commerce,AI Engineer,6,16.98,ChatGPT,1
Wollongong,Healthcare,ML Engineer,3,12.44,ChatGPT,0
Melbourne,Manufacturing,Data Scientist,9,19.59,Scikit-learn,0
Cairns,Finance,Data Analyst,6,15.78,TensorFlow,1
Gold Coast,Healthcare,Data Analyst,6,15.63,PyTorch,1
Cairns,E-commerce,AI Researcher,3,13.49,TensorFlow,1
Townsville,Finance,ML Engineer,8,22.68,TensorFlow,1
Townsville,IT,Data Analyst,10,22.46,Scikit-learn,1
Brisbane,EdTech,Data Scientist,1,3.42,TensorFlow,1
Brisbane,EdTech,ML Engineer,6,17.94,TensorFlow,0
Perth,E-commerce,AI Engineer,0,3.0,AWS AI,0
Brisbane,Healthcare,ML Engineer,8,21.13,Azure AI,0
Sydney,Finance,Data Analyst,11,26.27,Scikit-learn,0
Sydney,IT,Data Scientist,2,6.26,Azure AI,1
Adelaide,IT,AI Engineer,1,7.48,PyTorch,1
Gold Coast,E-commerce,Data Scientist,5,15.09,Azure AI,0
Melbourne,Healthcare,AI Engineer,6,13.8,AWS AI,0
Adelaide,Manufacturing,Data Analyst,0,4.8,ChatGPT,1
Wollongong,Manufacturing,Data Analyst,9,22.58,PyTorch,0
Brisbane,IT,Data Analyst,5,12.85,ChatGPT,1
Adelaide,Finance,AI Engineer,3,9.61,Azure AI,0
Perth,Healthcare,Data Analyst,10,24.09,ChatGPT,1
Perth,Healthcare,AI Researcher,8,22.73,PyTorch,1
Wollongong,IT,AI Researcher,11,32.81,Azure AI,1
Townsville,Finance,ML Engineer,7,17.41,Scikit-learn,1
Melbourne,IT,AI Researcher,6,23.62,Scikit-learn,1
Melbourne,IT,Data Analyst,4,11.73,TensorFlow,1
Perth,E-commerce,AI Researcher,6,17.32,AWS AI,1
Gold Coast,E-commerce,AI Researcher,6,20.06,Scikit-learn,1
Newcastle,Finance,Data Analyst,8,19.67,AWS AI,0
Townsville,Healthcare,Data Analyst,0,3.0,AWS AI,1
Newcastle,Manufacturing,AI Researcher,9,26.7,AWS AI,1
Perth,IT,Data Scientist,0,4.16,Azure AI,1
Perth,Manufacturing,Data Scientist,10,23.13,Scikit-learn,0
Brisbane,E-commerce,Data Analyst,0,3.18,ChatGPT,1
Townsville,E-commerce,Data Scientist,10,19.77,PyTorch,0
Gold Coast,EdTech,Data Scientist,0,5.47,Azure AI,0
Gold Coast,E-commerce,ML Engineer,8,22.23,AWS AI,1
Cairns,Healthcare,Data Scientist,9,20.07,Scikit-learn,1
Cairns,E-commerce,ML Engineer,7,18.57,Scikit-learn,1
Gold Coast,EdTech,Data Analyst,3,8.03,AWS AI,0
Brisbane,Healthcare,AI Engineer,0,3.0,AWS AI,1
Melbourne,E-commerce,Data Scientist,8,20.11,ChatGPT,1
Melbourne,EdTech,ML Engineer,2,10.68,ChatGPT,1
Sydney,Finance,AI Engineer,0,3.33,PyTorch,0
Gold Coast,EdTech,Data Scientist,1,7.01,TensorFlow,0
Brisbane,Healthcare,AI Engineer,4,10.91,TensorFlow,1
Townsville,E-commerce,Data Scientist,7,19.82,Azure AI,1
Gold Coast,IT,AI Engineer,9,21.96,TensorFlow,1
Wollongong,IT,ML Engineer,0,7.12,Scikit-learn,0
Perth,Finance,AI Researcher,4,18.07,ChatGPT,1
Melbourne,E-commerce,Data Analyst,9,22.6,AWS AI,0
Melbourne,Healthcare,AI Engineer,11,28.06,PyTorch,1
Sydney,IT,AI Engineer,11,27.95,PyTorch,1
Gold Coast,EdTech,Data Analyst,7,12.04,ChatGPT,1
Adelaide,EdTech,Data Analyst,2,8.77,AWS AI,1
Townsville,Healthcare,ML Engineer,11,27.81,ChatGPT,1
Perth,Healthcare,AI Researcher,11,32.28,PyTorch,1
Gold Coast,Healthcare,Data Scientist,1,5.79,ChatGPT,0
Newcastle,Finance,Data Scientist,7,16.0,TensorFlow,1
Sydney,E-commerce,AI Researcher,7,22.9,TensorFlow,0
Gold Coast,IT,ML Engineer,3,13.24,Azure AI,1
Cairns,EdTech,AI Engineer,0,3.0,TensorFlow,1
Townsville,E-commerce,AI Researcher,1,10.31,AWS AI,1
Cairns,Finance,Data Analyst,8,18.21,ChatGPT,0
Cairns,Finance,Data Scientist,5,14.95,Azure AI,1
Perth,EdTech,ML Engineer,1,5.99,ChatGPT,1
Perth,E-commerce,AI Researcher,9,25.75,ChatGPT,1
Cairns,IT,Data Analyst,4,9.01,Azure AI,0
Sydney,EdTech,AI Engineer,8,15.34,Scikit-learn,0
Wollongong,E-commerce,ML Engineer,3,9.38,ChatGPT,1
Perth,Manufacturing,ML Engineer,4,16.16,TensorFlow,0
Adelaide,E-commerce,AI Engineer,10,25.01,Scikit-learn,0
Wollongong,Finance,ML Engineer,9,26.45,Azure AI,0
Perth,IT,AI Researcher,9,27.18,TensorFlow,1
Cairns,Manufacturing,AI Engineer,6,15.98,TensorFlow,0
Adelaide,E-commerce,Data Analyst,6,16.82,AWS AI,0
Wollongong,Manufacturing,Data Analyst,11,24.77,AWS AI,1
Sydney,E-commerce,AI Researcher,7,22.57,TensorFlow,1
Newcastle,E-commerce,ML Engineer,4,13.75,PyTorch,0
Gold Coast,E-commerce,AI Engineer,9,24.49,ChatGPT,1
Perth,Healthcare,Data Scientist,8,22.03,Scikit-learn,1
Brisbane,Finance,Data Scientist,9,23.0,Azure AI,1
Townsville,IT,ML Engineer,2,9.96,Azure AI,1
Melbourne,E-commerce,ML Engineer,10,27.82,ChatGPT,0
Wollongong,Manufacturing,AI Engineer,2,7.45,PyTorch,1
Wollongong,EdTech,Data Scientist,7,15.68,ChatGPT,1
Adelaide,Finance,Data Analyst,3,10.9,Scikit-learn,1
Sydney,IT,AI Engineer,9,17.4,TensorFlow,0
Adelaide,IT,AI Engineer,10,22.68,Scikit-learn,1
Perth,Finance,Data Analyst,6,16.9,Scikit-learn,1
Wollongong,IT,Data Analyst,5,14.11,PyTorch,1
Sydney,Healthcare,Data Scientist,11,24.39,Scikit-learn,1
Melbourne,EdTech,Data Analyst,1,6.96,AWS AI,1
Sydney,Manufacturing,Data Scientist,7,17.08,AWS AI,1
Adelaide,E-commerce,Data Analyst,2,7.24,PyTorch,0
Gold Coast,Healthcare,Data Scientist,0,3.0,AWS AI,1
Adelaide,Manufacturing,Data Analyst,5,14.2,Scikit-learn,0
Sydney,IT,ML Engineer,5,15.17,AWS AI,1
Adelaide,IT,ML Engineer,9,27.3,Scikit-learn,1
Wollongong,Healthcare,AI Engineer,10,24.66,AWS AI,1
Townsville,Healthcare,ML Engineer,10,26.95,Scikit-learn,0
Sydney,EdTech,AI Researcher,9,25.29,TensorFlow,1
Melbourne,IT,AI Researcher,7,22.19,PyTorch,1
Adelaide,Healthcare,Data Scientist,2,7.5,Scikit-learn,1
Townsville,IT,Data Analyst,6,15.51,Scikit-learn,0
Sydney,Finance,Data Analyst,4,9.55,TensorFlow,1
Newcastle,Healthcare,AI Researcher,8,24.59,Scikit-learn,1
Adelaide,E-commerce,Data Analyst,5,16.78,Scikit-learn,0
Brisbane,Healthcare,AI Researcher,4,20.05,AWS AI,0
Wollongong,E-commerce,AI Engineer,6,16.81,PyTorch,0
Townsville,Finance,ML Engineer,9,22.28,ChatGPT,1
Brisbane,E-commerce,Data Scientist,0,3.0,ChatGPT,0
Townsville,E-commerce,ML Engineer,1,9.15,ChatGPT,1
Perth,E-commerce,Data Scientist,9,23.4,Scikit-learn,1
Perth,Finance,ML Engineer,8,23.72,ChatGPT,1
Perth,Manufacturing,ML Engineer,10,24.83,Azure AI,1
Newcastle,EdTech,Data Analyst,4,10.85,AWS AI,1
Brisbane,E-commerce,AI Engineer,7,15.6,PyTorch,0
Perth,IT,ML Engineer,3,13.07,TensorFlow,1
Townsville,Healthcare,Data Scientist,4,11.9,AWS AI,1
Wollongong,Manufacturing,Data Scientist,8,18.3,AWS AI,0
Perth,Manufacturing,AI Engineer,2,6.9,PyTorch,0
Brisbane,Finance,AI Researcher,3,12.52,AWS AI,1
Newcastle,EdTech,ML Engineer,4,13.4,Azure AI,0
Townsville,Manufacturing,Data Analyst,1,5.25,PyTorch,1
Sydney,Healthcare,Data Analyst,4,11.06,Scikit-learn,1
Townsville,E-commerce,AI Researcher,8,23.41,ChatGPT,1
Newcastle,Healthcare,Data Analyst,11,23.83,Azure AI,1
Adelaide,E-commerce,ML Engineer,5,18.63,PyTorch,1
Gold Coast,Finance,AI Researcher,3,12.54,PyTorch,1
Cairns,Healthcare,AI Engineer,2,6.01,AWS AI,1
Newcastle,Healthcare,ML Engineer,0,5.98,Scikit-learn,1
Wollongong,Manufacturing,Data Analyst,3,9.77,TensorFlow,1
Cairns,IT,AI Engineer,11,24.14,Scikit-learn,1
Adelaide,EdTech,AI Engineer,3,8.68,AWS AI,1
Adelaide,IT,AI Researcher,5,18.35,TensorFlow,1
Newcastle,EdTech,AI Researcher,1,9.74,AWS AI,0
Perth,Healthcare,AI Engineer,9,17.98,ChatGPT,1
Cairns,Finance,AI Engineer,4,11.48,PyTorch,1
